""
Havit,藍牙傳輸,真無線,其他品牌,其它品牌,防潑水/防水,【海威特】新品上市組合爆殺,【暢銷品牌】全網超殺5折up,運動耳機,館長推薦,耳機類型,藍牙耳機,通訊耳機,耳機品牌(A-I),【開學價到】租屋必備好安心,電腦/週邊,手機/平板,攜帶型喇叭,喇叭/藍牙喇叭,本月主打,Havit海威特,無線喇叭,桌上型/電腦喇叭,智能居家/視訊監控,耳塞/入耳式,【館長精選】玩家一致好評
Microsoft,電腦/防毒軟體,Xbox點數卡,windows,家用版(六人),Windows 8,工具軟體,文書軟體,微軟軟體,滑鼠/鍵盤,超值組合,windows 10,家用版,Office★防毒任選,365家用版,Windows 10 Pro,Microsoft微軟,電競搖桿,館長推薦,Office,Windows 10,Office 文書軟體,全系列,Office數位版,電競週邊,搖桿/手把,鍵鼠周邊,品牌旗艦,微軟★全館年終85折,Microsoft 微軟,電競手把,365個人版,Office 365,Office數位下載版,遊戲點數卡,電腦/週邊,微軟全系列,《限時爆殺★精選特賣》,windows作業系統,加值/軟體,Microsoft數位下載,本月主打,企業版,Office2019,Office★加送豪禮,數位加值/遊戲,★超值多入組,Office 2019,微軟周邊配備,XBOX裝置
YOMIX,HDMI傳輸線,iPhone X/XS 周邊,【折價券類】熱銷特區,Type C線材,自拍/鏡頭配件,【年終盛典】限時破盤5折up,鏡頭腳架,iPhone XS Max 周邊,多國語言,線控自拍棒,◤iPad週邊熱銷推薦◢,館長推薦,充電周邊,iPad/Mac 保護週邊,多合一線材,手機/平板週邊,本館熱銷TOP30,【本館熱銷】TOP30,品牌總覽(S-Z),口譯機,YOMIX優迷,藍芽自拍棒,保護貼,【開學價到】租屋必備好安心,電腦/週邊,手機/平板,年度最熱銷★開學季限時瘋殺,藍芽自拍器,本月主打,線材周邊,40國語言↑,智能居家/視訊監控,Type C線,Apple週邊,手機/平板充電週邊,【限時瘋搶】旅遊不憂愁,iPhone XR 周邊,開學季★美拍出遊趣5折up
TOSHIBA,隨身碟品牌專區,家用,記憶卡品牌專區,2.5吋筆電用,★館長推薦必buy微波爐★,2.5吋,品牌總覽(筆劃),20L↓,規格 / 功能,外接式硬碟,相機/攝影,1TB含以下,USB 3.0/USB3.1,TOSHIBA 東芝,解凍,微波爐,☆指定商品滿額贈兒童攝影機,128GB,家電,操作方式,館長推薦,內接硬碟-品牌,★春節不打烊》本月最殺,微波爐(功能),32GB,微波爐(類別),微電腦,隨身碟,桌上型裝機碟,8TB,烤箱/微波爐,內接硬碟-容量,微波爐(容量),4K錄影專用,TOSHIBA,電腦/週邊,內接式硬碟,記憶卡,SD大卡=>相機適用,功能推薦,16GB,本月主打,品牌快選,小卡=>手機/平板適用,★指定商品滿1500元贈小熊風扇,2TB,本月下殺》限量最划算,TOSHIBA》滿萬抽888MO幣,2.5吋-容量快選
Micron,筆記型記憶體-頻率,DDR4 2666,SSD固態硬碟,筆記型記憶體-容量,SSD品牌,內接SSD容量,企業儲存系統,桌上型記憶體-容量,★指定送防毒★,桌上型記憶體-品牌,記憶體,480GB~512GB,480-512GB,DDR4 3000,桌上型記憶體-頻率,240GB~256GB,筆記型記憶體-品牌,館長推薦,16G,筆記型,8GB,960GB~1TB,SATA,Micron 美光,本月瘋殺》電競飆速區,記憶體類型,電腦/週邊,外接式 SSD容量,企業專區,美光 Ballistix,電競超頻,桌上型,美光 Crucial,SSD規格,★開學季登記贈200MO幣★
Logitech,羅技★電競好禮送,手把控制器,其他,多工鍵鼠,遊戲周邊,有線喇叭,藍牙滑鼠,羅技★佳節禮物推薦,商務首選,周邊配件,無線鍵盤,多媒體音箱,喇叭/耳麥,無線滑鼠,Logitech 羅技,少女心禮物首選,滑鼠/鍵盤,鍵盤,超值組合,藍芽滑鼠,藍牙鍵盤,$500以下,$2000以上,電競搖桿,館長推薦,羅技全系列,無線鍵鼠組,鍵盤滑鼠組,$1000-$2000,電競週邊,品牌總覽(A-Z),品牌旗艦,滑鼠》預算搜尋,揚聲器,$500-$1000,電腦/週邊,Logitech 【G】,Logitech羅技,《限時爆殺★精選特賣》,副廠滑鼠,滑鼠,電競滑鼠,電競系列,Logitech【G】,本月主打,羅技★無線鍵鼠送電池,手機/平板,光學滑鼠,喇叭/藍牙喇叭,有線滑鼠,桌上型/電腦喇叭,品牌電競,MacBook/iMac,鍵盤》預算搜尋,兩件式
PowerSync,功能分類,網路設備/分享器,MicroUSB 線材,零件盒,變壓器,網路線材,充電/傳輸線,防火,電腦線材,插座/延長線,電腦延長線(3孔),10G網路線,開學價到▼群加 最高省$480,工具袋,電腦網路線材,【物超所值】全館均一$1699,修繕園藝,MicroUSB,【開學必備】居家安防$168up,館長推薦,PowerSync群加,長度分類,全系列,五金/手工具,工具收納,擴充/轉向接頭,CAT7 扁線,全館75折▼群加工具,USB線,防雷抗突波,獨立開關,旋轉插座,3轉2孔接頭,精選延長線品牌,電腦/週邊,手機/平板,壁插式,各式電動工具,本月主打,2米以下,1.8米-6尺,5插座,智能居家/視訊監控,電腦週邊/線材,手機/平板充電週邊,電動工具,擴充/轉向插座
TP-Link,HAME,網路設備/分享器,容量分類,行動電源,三頻AD7200,功能性分類,SMB商用設備,其他品牌,行動分享器,旅用分享器,51-70坪,監視器品牌,ZyXEL合勤,智能居家,藍牙系列,網通品牌專區,各類週邊,N速單天線,智能家居設備,網路設備▼滿5千送愛奇藝月卡,無線IP CAM,【物超所值】全館均一$1699,AC1200↑,館長推薦,全館封殺★限時優惠5折up,雙向語音,N系列,寶寶即時守護,行動電源品牌總覽(A-Z),智慧插座燈泡,多輸出,MU-MIMO,9000mAh↑,戶外防水,插卡錄影,TP-Link◢全館 85折起,訊號延伸器,智能家居用品,TP-LINK,Netgear,PC用攝影機,電腦/週邊,Sapido,手機/平板,1080P,TOTOLINK,小坪數30↓,可旋轉式,本月主打,D-LINK,電腦週邊/線材,智能居家/視訊監控,行動電源/電池,分享器/基地台,移動偵測,AC750↑,31-51坪,TP-Link,網路攝影機,行動電源/無線充電
WD,電腦/週邊,外接式硬碟,WD,本月主打,品牌快選,3.5吋-容量快選,3.5吋,6TB-8TB,My Book,WD》指定品贈禮,5TB↗
