Nintendo,搖桿/手把,任天堂 專區,【Switch】贈冬季特典毛毯,【Switch】健身環大冒險,家電,【Switch】主機下殺送好禮,Switch主機,本月主打,Switch遊戲,電玩遊戲,遊戲強檔推薦,電玩酷玩收藏,原廠配件,副廠配件,Switch預購
Kolin,開學季▼精選吸塵器5折up,1.8L(含)以上,家電,潔牙/電動牙刷,主機,飲水設備,KOLIN歌林,有線式吸塵器,SAMPO聲寶,吸塵器品牌(筆劃),吸塵器,Kolin歌林,本月主打,直立,快煮壺/熱水瓶,沖牙機,全系列,快煮壺,品牌總覽
KINYO,飲水設備,快煮壺/熱水瓶,快煮壺,家電,全系列
TESCOM,吹風機/造型美髮,TESCOM,負離子功能,吹風機,家電,摺疊式,★TESCOM指定品超值組好禮贈,本月主打,推薦品牌(筆畫),館長推薦,品牌旗艦,負離子,★TESCOM↘限時990元up,全系列
dyson,無線式吸塵器,吹風機,清淨機專區,家電,WIFI智能遙控,氣流倍增器,頭髮護理,dyson戴森,DYSON,★指定登記送MO幣★,吸塵器品牌(筆劃),無線式,DYSON戴森,吸塵器,本月主打,手持式,館長推薦,直立,品牌旗艦,清淨機,16坪以上,吹風機/造型美髮,輕型無線式,全系列,直立式,★防疫抗菌清淨專區,涼暖三合一,推薦品牌(筆畫)
Frigidaire,洗衣機容量,【安心隔日約配】,節電【貨物稅減徵】專區,外宿房東最愛,家電,Frigidaire富及第,滾筒洗衣機,對抗梅雨颱風,★熱銷除濕機↘瘋殺36折up！,除濕機,洗衣機/乾衣機,outlet名品匯,本月主打,清淨/除溼,送新婚家庭,10L-15L,洗衣機功能,品牌旗艦,送禮懶人包,FRIGIDAIRE 美國富及第,10L以下,富及第,全系列,刷momo卡最高回饋10%,10公斤以下↓,FRIGIDAIRE富及第,11~15公斤,洗脫系列,除濕機專區,容量 / 公升數,品牌總覽,維繫婚姻必備,清淨除濕,品牌旗艦館,洗脫烘系列
TAIGA,定頻系列,洗衣機/乾衣機,TAIGA大河,洗衣機容量,洗衣機類型,洗脫系列,4~6坪,電暖器,家電,洗衣機功能,單槽洗衣機,本月主打,開學季★外宿洗衣機推薦,0-5公斤,電暖器依坪數推薦,品牌旗艦館
CookPower,電子鍋,IH電子鍋,1.8L(含)以上,防燙,餐廚家電,家電,7-10人份,電鍋,飲水設備,11人份以上,電鍋品牌總覽,本月主打,品牌旗艦,鍋寶,快煮壺/熱水瓶,1.8L↑,★鍋寶買就送限定好禮,熱水瓶/開飲,全系列,電鍋/電子鍋,快煮壺,品牌總覽
Philips,照明/整燙裁縫,優質生活專區,整燙品牌(筆劃),護眼檯燈,整燙品牌,吹風機,PHILIPS飛利浦,健康美人專區,牙刷刷頭,★週末限定↘領券85折UP,音波牙刷,家電,定時,電動牙刷,整燙品項,飛利浦,潔牙/電動牙刷,方形,商品系列,負離子功能,主機,★耗材配件限時8折,電磁爐,★1月熱銷↘指定享38折up,掛燙機,PHILIPS Sonicare,本月主打,護眼檯燈品牌(筆劃),★飛利浦▼指品送除毛球機,★美電精選▼限時31折up,館長推薦,★強打熱銷品↘指定送豪禮,★美電↘指定滿額折88,品牌旗艦,吹風機/造型美髮,冷風功能,美容電器,潔牙美齒專區,獨家★新年粉美大禮包,★美容指定▼滿2件贈水洗枕,家居餐廚專區,最佳入門款,檯燈品牌,檯燈,全系列,檯燈照明專區,料理電器,手持式掛燙機,品項分類,推薦品牌(筆畫),耗材,品牌總覽,電磁/黑晶爐,PHILIPS 飛利浦
Electrolux,無線式吸塵器,Electrolux伊萊克斯,1.3L-1.7L,家電,溫控,冷/熱食物調理,★伊萊克斯滿額贈IKEA禮卡,飲水設備,吸塵器品牌(筆劃),餐廚調理專區,本月主打,吸塵器,Electrolux 伊萊克斯,飲水咖啡專區,直立,電茶壺,攪拌機,快煮壺/熱水瓶,攪拌棒/器,手持式攪拌機,生活清潔專區,全系列,★伊萊克斯品牌新春送好禮,1.3L - 1.7L,快煮壺,品牌總覽
""
Oral-B,2D入門系列,★Oral-B 刷頭↘下殺8折up,刷頭耗材,潔牙美齒專區,★Oral-B新春好德意↘滿額贈,家電,推薦品牌(筆畫),★百靈迎春獻禮↘滿額贈,電動牙刷,耗材,BRAUN德國百靈,館長推薦,品牌總覽,品牌旗艦,潔牙/電動牙刷,德國百靈Oral-B,德國百靈,主機
SAMPO,捲髮器,★聲寶品牌電暖聯合早販,家電,電暖器類型,季節家電,SAMPO 聲寶,SAMPO聲寶,電暖器,本月主打,陶瓷式,7~10坪,品牌旗艦,聲寶,吹風機/造型美髮,直/捲二合一,電暖器依坪數推薦,冷暖四季用,造型器,1~3坪,4~6坪,推薦品牌(筆畫),直髮器
Honeywell,6坪以下,★防疫抗菌清淨專區,清淨機專區,美國 Honeywell,家電,本月主打,13-15坪,濾網配件,個人隨身用,★Honeywell濾網兩件88折up,7-12坪,清淨機
